Customer ID,freq_per_year,spend_bucket,segment
2016,0.0,Very High,Very Low
2017,0.0,Medium,Very Low
2018,0.0,Low,Very Low
2019,52.0,Very High,High
2020,0.0,High,Very Low
2021,4.0,Low,Low
2022,4.0,Low,Low
2023,0.0,Low,Very Low
2024,0.0,High,Very Low
2025,52.0,Low,High
2026,0.0,Low,Very Low
2027,0.0,Low,Very Low
2028,0.0,High,Very Low
2029,0.0,Very High,Very Low
2030,4.0,Low,Low
2031,12.0,High,Medium
2032,12.0,Medium,Medium
2033,0.0,Low,Very Low
2034,0.0,Medium,Very Low
2035,12.0,Low,Medium
2036,52.0,High,High
2037,52.0,High,High
2038,0.0,Very High,Very Low
2039,0.0,High,Very Low
2040,0.0,Medium,Very Low
2041,4.0,Low,Low
2042,0.0,Low,Very Low
2043,12.0,Medium,Medium
2044,52.0,Low,High
2045,0.0,High,Very Low
2046,4.0,Low,Low
2047,0.0,Low,Very Low
2048,0.0,Very High,Very Low
2049,4.0,High,Low
2050,0.0,Low,Very Low
2051,0.0,Very High,Very Low
2052,12.0,Very High,Medium
2053,0.0,Medium,Very Low
2054,0.0,Medium,Very Low
2055,0.0,Medium,Very Low
2056,52.0,Low,High
2057,12.0,Medium,Medium
2058,0.0,Low,Very Low
2059,4.0,Very High,Low
2060,52.0,Medium,High
2061,4.0,High,Low
2062,0.0,High,Very Low
2063,4.0,High,Low
2064,12.0,Very High,Medium
2065,12.0,Very High,Medium
2066,0.0,Medium,Very Low
2067,0.0,Very High,Very Low
2068,0.0,Low,Very Low
2069,12.0,High,Medium
2070,4.0,Very High,Low
2071,12.0,Very High,Medium
2072,4.0,Very High,Low
2073,52.0,High,High
2074,0.0,Low,Very Low
2075,0.0,Medium,Very Low
2076,12.0,Low,Medium
2077,0.0,Low,Very Low
2078,0.0,Low,Very Low
2079,52.0,Medium,High
2080,4.0,Low,Low
2081,0.0,Medium,Very Low
2082,0.0,High,Very Low
2083,0.0,Very High,Very Low
2084,0.0,Medium,Very Low
2085,4.0,Very High,Low
2086,52.0,Medium,High
2087,0.0,Very High,Very Low
2088,52.0,Very High,High
2089,0.0,Very High,Very Low
2090,0.0,Medium,Very Low
2091,12.0,High,Medium
2092,4.0,Very High,Low
2093,52.0,Medium,High
2094,0.0,Very High,Very Low
2095,0.0,Low,Very Low
2096,0.0,High,Very Low
2097,0.0,Medium,Very Low
2098,52.0,Medium,High
2099,4.0,Low,Low
2100,0.0,High,Very Low
2101,0.0,Low,Very Low
2102,0.0,Low,Very Low
2103,12.0,Low,Medium
2104,52.0,Very High,High
2105,52.0,Very High,High
2106,0.0,Low,Very Low
2107,0.0,Low,Very Low
2108,4.0,High,Low
2109,4.0,Medium,Low
2110,0.0,Low,Very Low
2111,0.0,Very High,Very Low
2112,0.0,Very High,Very Low
2113,0.0,High,Very Low
2114,0.0,Medium,Very Low
2115,0.0,Medium,Very Low
2116,0.0,Very High,Very Low
2117,0.0,Low,Very Low
2118,0.0,Low,Very Low
2119,4.0,Medium,Low
2120,0.0,Medium,Very Low
2121,4.0,Very High,Low
2122,12.0,High,Medium
2123,52.0,Low,High
2124,0.0,High,Very Low
2125,4.0,Medium,Low
2126,4.0,Very High,Low
2127,12.0,Low,Medium
2128,52.0,Medium,High
2129,52.0,Medium,High
2130,0.0,Medium,Very Low
2131,0.0,High,Very Low
2132,0.0,Medium,Very Low
2133,52.0,Very High,High
2134,0.0,Low,Very Low
2135,0.0,Medium,Very Low
2136,0.0,Very High,Very Low
2137,0.0,Very High,Very Low
2138,0.0,Medium,Very Low
2139,4.0,Medium,Low
2140,52.0,Very High,High
2141,0.0,Very High,Very Low
2142,0.0,Very High,Very Low
2143,4.0,Low,Low
2144,0.0,High,Very Low
2145,4.0,Low,Low
2146,0.0,High,Very Low
2147,0.0,Low,Very Low
2148,0.0,Medium,Very Low
2149,0.0,Medium,Very Low
2150,52.0,Low,High
2151,52.0,Medium,High
2152,12.0,Medium,Medium
2153,0.0,Medium,Very Low
2154,0.0,Very High,Very Low
2155,0.0,High,Very Low
2156,12.0,Medium,Medium
2157,0.0,Very High,Very Low
2158,0.0,High,Very Low
2159,0.0,Very High,Very Low
2160,0.0,Medium,Very Low
2161,0.0,Very High,Very Low
2162,0.0,High,Very Low
2163,52.0,Medium,High
2164,12.0,Medium,Medium
2165,0.0,Low,Very Low
2166,0.0,Medium,Very Low
2167,0.0,Very High,Very Low
2168,0.0,Medium,Very Low
2169,4.0,High,Low
2170,0.0,Medium,Very Low
2171,0.0,Low,Very Low
2172,0.0,Very High,Very Low
2173,0.0,Very High,Very Low
2174,4.0,Very High,Low
2175,0.0,Medium,Very Low
2176,0.0,Medium,Very Low
2177,4.0,Very High,Low
2178,0.0,Very High,Very Low
2179,0.0,Very High,Very Low
2180,12.0,Very High,Medium
2181,4.0,Low,Low
2182,0.0,High,Very Low
2183,0.0,Very High,Very Low
2184,12.0,Low,Medium
2185,0.0,Low,Very Low
2186,0.0,Low,Very Low
2187,0.0,Low,Very Low
2188,0.0,High,Very Low
2189,52.0,Medium,High
2190,0.0,Very High,Very Low
2191,0.0,High,Very Low
2192,0.0,High,Very Low
2193,12.0,Low,Medium
2194,12.0,High,Medium
2195,4.0,Low,Low
2196,12.0,High,Medium
2197,52.0,Medium,High
2198,12.0,Very High,Medium
2199,12.0,High,Medium
2200,12.0,Medium,Medium
2201,0.0,Medium,Very Low
2202,0.0,Low,Very Low
2203,52.0,Low,High
2204,4.0,High,Low
2205,12.0,Medium,Medium
2206,52.0,High,High
2207,0.0,Medium,Very Low
2208,0.0,Low,Very Low
2209,12.0,Medium,Medium
2210,4.0,Low,Low
2211,0.0,Low,Very Low
2212,0.0,Very High,Very Low
2213,4.0,High,Low
2214,4.0,Very High,Low
2215,52.0,Very High,High
2216,0.0,Very High,Very Low
2217,0.0,Low,Very Low
2218,0.0,Low,Very Low
2219,4.0,High,Low
2220,0.0,Very High,Very Low
2221,0.0,High,Very Low
2222,0.0,Very High,Very Low
2223,52.0,High,High
2224,4.0,High,Low
2225,4.0,Low,Low
2226,0.0,High,Very Low
2227,0.0,High,Very Low
2228,0.0,High,Very Low
2229,52.0,Medium,High
2230,12.0,Very High,Medium
2231,0.0,Low,Very Low
2232,52.0,Medium,High
2233,0.0,High,Very Low
2234,12.0,Low,Medium
2235,52.0,High,High
2236,0.0,Very High,Very Low
2237,0.0,Very High,Very Low
2238,0.0,Low,Very Low
2239,52.0,Very High,High
2240,0.0,Very High,Very Low
2241,0.0,High,Very Low
2242,0.0,High,Very Low
2243,0.0,High,Very Low
2244,0.0,Low,Very Low
2245,0.0,Low,Very Low
2246,0.0,Very High,Very Low
2247,0.0,Very High,Very Low
2248,0.0,Low,Very Low
2249,0.0,High,Very Low
2250,52.0,Medium,High
2251,52.0,Very High,High
2252,12.0,Very High,Medium
2253,0.0,Very High,Very Low
2254,12.0,Low,Medium
2255,0.0,High,Very Low
2256,4.0,Low,Low
2257,4.0,Low,Low
2258,0.0,Low,Very Low
2259,0.0,High,Very Low
2260,0.0,Very High,Very Low
2261,4.0,Very High,Low
2262,0.0,High,Very Low
2263,12.0,Low,Medium
2264,4.0,Medium,Low
2265,12.0,Very High,Medium
2266,4.0,Very High,Low
2267,52.0,Medium,High
2268,52.0,Medium,High
2269,12.0,Low,Medium
2270,0.0,Low,Very Low
2271,52.0,High,High
2272,4.0,Very High,Low
2273,12.0,Low,Medium
2274,0.0,Very High,Very Low
2275,0.0,Low,Very Low
2276,52.0,Low,High
2277,52.0,Very High,High
2278,4.0,Medium,Low
2279,0.0,Low,Very Low
2280,4.0,High,Low
2281,0.0,Low,Very Low
2282,0.0,Low,Very Low
2283,0.0,Very High,Very Low
2284,0.0,Medium,Very Low
2285,0.0,High,Very Low
2286,0.0,Very High,Very Low
2287,4.0,Low,Low
2288,0.0,Medium,Very Low
2289,52.0,Very High,High
2290,52.0,Very High,High
2291,4.0,Medium,Low
2292,4.0,Low,Low
2293,12.0,Low,Medium
2294,0.0,High,Very Low
2295,0.0,Very High,Very Low
2296,4.0,Low,Low
2297,0.0,Very High,Very Low
2298,4.0,Very High,Low
2299,0.0,Very High,Very Low
2300,0.0,Medium,Very Low
2301,12.0,Very High,Medium
2302,0.0,Low,Very Low
2303,12.0,Low,Medium
2304,0.0,High,Very Low
2305,0.0,High,Very Low
2306,52.0,High,High
2307,0.0,High,Very Low
2308,0.0,Very High,Very Low
2309,4.0,High,Low
2310,4.0,Very High,Low
2311,12.0,High,Medium
2312,0.0,Low,Very Low
2313,0.0,Low,Very Low
2314,0.0,Low,Very Low
2315,0.0,Very High,Very Low
2316,4.0,High,Low
2317,0.0,Low,Very Low
2318,12.0,Low,Medium
2319,0.0,Low,Very Low
2320,12.0,Low,Medium
2321,0.0,Medium,Very Low
2322,0.0,Low,Very Low
2323,0.0,Very High,Very Low
2324,12.0,Very High,Medium
2325,0.0,Low,Very Low
2326,52.0,Medium,High
2327,0.0,High,Very Low
2328,0.0,Very High,Very Low
2329,0.0,Low,Very Low
2330,0.0,Very High,Very Low
2331,0.0,High,Very Low
2332,0.0,High,Very Low
2333,12.0,Medium,Medium
2334,0.0,High,Very Low
2335,12.0,High,Medium
2336,0.0,Low,Very Low
2337,52.0,Very High,High
2338,0.0,High,Very Low
2339,4.0,High,Low
2340,4.0,High,Low
2341,0.0,Low,Very Low
2342,0.0,Low,Very Low
2343,0.0,Very High,Very Low
2344,12.0,Medium,Medium
2345,0.0,Very High,Very Low
2346,0.0,Low,Very Low
2347,0.0,High,Very Low
2348,0.0,High,Very Low
2349,0.0,Very High,Very Low
2350,0.0,Low,Very Low
2351,0.0,Low,Very Low
2352,0.0,Medium,Very Low
2353,4.0,Medium,Low
2354,0.0,High,Very Low
2355,12.0,High,Medium
2356,12.0,Low,Medium
2357,4.0,Medium,Low
2358,0.0,High,Very Low
2359,4.0,Very High,Low
2360,0.0,High,Very Low
2361,0.0,High,Very Low
2362,0.0,High,Very Low
2363,12.0,Medium,Medium
2364,0.0,High,Very Low
2365,4.0,Medium,Low
2366,12.0,Very High,Medium
2367,0.0,High,Very Low
2368,0.0,Very High,Very Low
2369,0.0,Low,Very Low
2370,12.0,Low,Medium
2371,52.0,High,High
2372,0.0,Low,Very Low
2373,0.0,Low,Very Low
2374,0.0,Low,Very Low
2375,12.0,High,Medium
2376,4.0,High,Low
2377,52.0,Very High,High
2378,0.0,Very High,Very Low
2379,0.0,High,Very Low
2380,12.0,High,Medium
2381,0.0,High,Very Low
2382,0.0,Low,Very Low
2383,52.0,Medium,High
2384,0.0,High,Very Low
2385,4.0,Low,Low
2386,52.0,Low,High
2387,12.0,Low,Medium
2388,12.0,Very High,Medium
2389,0.0,High,Very Low
2390,0.0,Very High,Very Low
2391,0.0,High,Very Low
2392,4.0,High,Low
2393,0.0,High,Very Low
2394,0.0,Very High,Very Low
2395,0.0,Medium,Very Low
2396,0.0,Very High,Very Low
2397,52.0,Very High,High
2398,12.0,Low,Medium
2399,0.0,High,Very Low
2400,12.0,Medium,Medium
2401,0.0,Very High,Very Low
2402,0.0,High,Very Low
2403,52.0,Very High,High
2404,52.0,Low,High
2405,0.0,Low,Very Low
2406,4.0,Very High,Low
2407,52.0,Medium,High
2408,0.0,Low,Very Low
2409,0.0,Medium,Very Low
2410,0.0,Low,Very Low
2411,12.0,Medium,Medium
2412,0.0,Very High,Very Low
2413,0.0,Medium,Very Low
2414,52.0,Very High,High
2415,0.0,Low,Very Low
2416,52.0,Low,High
2417,0.0,Very High,Very Low
2418,0.0,Low,Very Low
2419,0.0,High,Very Low
2420,0.0,Medium,Very Low
2421,0.0,Very High,Very Low
2422,0.0,Medium,Very Low
2423,52.0,Very High,High
2424,0.0,High,Very Low
2425,0.0,Medium,Very Low
2426,4.0,Medium,Low
2427,0.0,Medium,Very Low
2428,4.0,Low,Low
2429,0.0,Low,Very Low
2430,0.0,Medium,Very Low
2431,4.0,Very High,Low
2432,0.0,High,Very Low
2433,12.0,High,Medium
2434,0.0,High,Very Low
2435,12.0,Medium,Medium
2436,0.0,Low,Very Low
2437,4.0,Low,Low
2438,52.0,Medium,High
2439,52.0,Low,High
2440,0.0,Medium,Very Low
2441,0.0,Very High,Very Low
2442,12.0,Low,Medium
2443,0.0,Very High,Very Low
2444,0.0,Low,Very Low
2445,0.0,High,Very Low
2446,52.0,Very High,High
2447,12.0,High,Medium
2448,0.0,Medium,Very Low
2449,0.0,Low,Very Low
2450,0.0,Medium,Very Low
2451,4.0,High,Low
2452,12.0,Medium,Medium
2453,0.0,High,Very Low
2454,0.0,Very High,Very Low
2455,0.0,High,Very Low
2456,0.0,Very High,Very Low
2457,12.0,Very High,Medium
2458,4.0,Low,Low
2459,52.0,Very High,High
2460,52.0,Low,High
2461,0.0,Low,Very Low
2462,52.0,Very High,High
2463,0.0,Very High,Very Low
2464,0.0,Low,Very Low
2465,0.0,Very High,Very Low
2466,52.0,High,High
2467,0.0,Very High,Very Low
2468,0.0,High,Very Low
2469,52.0,Low,High
2470,0.0,Very High,Very Low
2471,0.0,High,Very Low
2472,0.0,Very High,Very Low
2473,0.0,High,Very Low
2474,4.0,Very High,Low
2475,4.0,High,Low
2476,12.0,Medium,Medium
2477,12.0,Medium,Medium
2478,52.0,Medium,High
2479,0.0,Very High,Very Low
2480,0.0,Very High,Very Low
2481,0.0,Very High,Very Low
2482,52.0,Very High,High
2483,0.0,Very High,Very Low
2484,12.0,Very High,Medium
2485,0.0,Very High,Very Low
2486,0.0,Medium,Very Low
2487,0.0,Medium,Very Low
2488,0.0,Low,Very Low
2489,12.0,Very High,Medium
2490,4.0,Low,Low
2491,0.0,High,Very Low
2492,12.0,Medium,Medium
2493,0.0,Very High,Very Low
2494,0.0,Low,Very Low
2495,0.0,Low,Very Low
2496,0.0,Low,Very Low
2497,52.0,High,High
2498,0.0,Medium,Very Low
2499,0.0,Low,Very Low
2500,4.0,High,Low
2501,0.0,Very High,Very Low
2502,0.0,Very High,Very Low
2503,0.0,Medium,Very Low
2504,0.0,High,Very Low
2505,0.0,Very High,Very Low
2506,4.0,High,Low
2507,0.0,Very High,Very Low
2508,0.0,Low,Very Low
2509,0.0,Very High,Very Low
2510,4.0,Medium,Low
2511,52.0,Medium,High
2512,4.0,Low,Low
2513,12.0,High,Medium
2514,0.0,Medium,Very Low
2515,0.0,Low,Very Low
2516,12.0,Very High,Medium
2517,4.0,High,Low
2518,0.0,Low,Very Low
2519,0.0,Medium,Very Low
2520,4.0,Very High,Low
2521,0.0,Medium,Very Low
2522,0.0,Low,Very Low
2523,52.0,Medium,High
2524,0.0,Low,Very Low
2525,4.0,Medium,Low
2526,52.0,High,High
2527,0.0,Low,Very Low
2528,0.0,Low,Very Low
2529,12.0,Medium,Medium
2530,12.0,High,Medium
2531,52.0,Very High,High
2532,0.0,Low,Very Low
2533,52.0,Very High,High
2534,0.0,Medium,Very Low
2535,52.0,Medium,High
2536,0.0,High,Very Low
2537,0.0,Low,Very Low
2538,0.0,Medium,Very Low
2539,0.0,Low,Very Low
2540,0.0,High,Very Low
2541,4.0,Medium,Low
2542,0.0,Medium,Very Low
2543,0.0,Low,Very Low
2544,0.0,Medium,Very Low
2545,4.0,High,Low
2546,0.0,Medium,Very Low
2547,4.0,Low,Low
2548,52.0,Very High,High
2549,12.0,High,Medium
2550,0.0,Medium,Very Low
2551,0.0,Medium,Very Low
2552,0.0,Low,Very Low
2553,0.0,Medium,Very Low
2554,0.0,Low,Very Low
2555,0.0,High,Very Low
2556,52.0,High,High
2557,4.0,Very High,Low
2558,0.0,Low,Very Low
2559,0.0,Low,Very Low
2560,0.0,High,Very Low
2561,0.0,High,Very Low
2562,4.0,Low,Low
2563,0.0,High,Very Low
2564,0.0,High,Very Low
2565,52.0,Very High,High
2566,4.0,Medium,Low
2567,4.0,Low,Low
2568,0.0,Low,Very Low
2569,0.0,Very High,Very Low
2570,0.0,High,Very Low
2571,0.0,Low,Very Low
2572,0.0,Low,Very Low
2573,4.0,Medium,Low
2574,0.0,Very High,Very Low
2575,0.0,High,Very Low
2576,0.0,Very High,Very Low
2577,4.0,Medium,Low
2578,12.0,Low,Medium
2579,4.0,Medium,Low
2580,52.0,Low,High
2581,4.0,Low,Low
2582,12.0,High,Medium
2583,0.0,Very High,Very Low
2584,52.0,Very High,High
2585,0.0,Low,Very Low
2586,52.0,Low,High
2587,0.0,Low,Very Low
2588,0.0,Low,Very Low
2589,0.0,Medium,Very Low
2590,0.0,Medium,Very Low
2591,0.0,High,Very Low
2592,4.0,High,Low
2593,4.0,Low,Low
2594,0.0,Low,Very Low
2595,0.0,High,Very Low
2596,0.0,Medium,Very Low
2597,12.0,High,Medium
2598,0.0,Low,Very Low
2599,0.0,Very High,Very Low
2600,12.0,Very High,Medium
2601,0.0,Very High,Very Low
2602,12.0,Low,Medium
2603,4.0,Medium,Low
2604,0.0,Medium,Very Low
2605,52.0,Medium,High
2606,0.0,Very High,Very Low
2607,0.0,Very High,Very Low
2608,0.0,Low,Very Low
2609,0.0,High,Very Low
2610,0.0,Very High,Very Low
2611,4.0,Very High,Low
2612,0.0,Very High,Very Low
2613,4.0,Low,Low
2614,12.0,Very High,Medium
2615,0.0,High,Very Low
2616,4.0,High,Low
2617,0.0,Medium,Very Low
2618,0.0,Very High,Very Low
2619,12.0,High,Medium
2620,52.0,Medium,High
2621,0.0,Low,Very Low
2622,0.0,Medium,Very Low
2623,0.0,High,Very Low
2624,0.0,High,Very Low
2625,0.0,Medium,Very Low
2626,52.0,Medium,High
2627,0.0,Medium,Very Low
2628,4.0,Low,Low
2629,0.0,Medium,Very Low
2630,0.0,Medium,Very Low
2631,4.0,Very High,Low
2632,52.0,Medium,High
2633,0.0,Low,Very Low
2634,0.0,Very High,Very Low
2635,0.0,Medium,Very Low
2636,0.0,High,Very Low
2637,0.0,Medium,Very Low
2638,0.0,Low,Very Low
2639,0.0,Low,Very Low
2640,4.0,Low,Low
2641,0.0,High,Very Low
2642,0.0,Medium,Very Low
2643,0.0,Very High,Very Low
2644,12.0,Medium,Medium
2645,0.0,Very High,Very Low
2646,0.0,High,Very Low
2647,0.0,Medium,Very Low
2648,0.0,Medium,Very Low
2649,0.0,Very High,Very Low
2650,0.0,Low,Very Low
2651,0.0,Low,Very Low
2652,4.0,Medium,Low
2653,12.0,Low,Medium
2654,0.0,Low,Very Low
2655,0.0,High,Very Low
2656,0.0,Very High,Very Low
2657,0.0,High,Very Low
2658,0.0,High,Very Low
2659,12.0,Medium,Medium
2660,0.0,Low,Very Low
2661,0.0,Very High,Very Low
2662,0.0,Very High,Very Low
2663,0.0,Very High,Very Low
2664,0.0,Medium,Very Low
2665,52.0,Very High,High
2666,52.0,High,High
2667,0.0,Very High,Very Low
2668,0.0,Medium,Very Low
2669,4.0,High,Low
2670,52.0,Low,High
2671,0.0,Medium,Very Low
2672,0.0,High,Very Low
2673,0.0,Low,Very Low
2674,12.0,Low,Medium
2675,0.0,Medium,Very Low
2676,0.0,Low,Very Low
2677,0.0,High,Very Low
2678,0.0,Medium,Very Low
2679,0.0,Very High,Very Low
2680,4.0,High,Low
2681,0.0,Low,Very Low
2682,12.0,Low,Medium
2683,0.0,High,Very Low
2684,0.0,Low,Very Low
2685,0.0,Medium,Very Low
2686,4.0,Low,Low
2687,0.0,High,Very Low
2688,0.0,High,Very Low
2689,0.0,High,Very Low
2690,4.0,Low,Low
2691,52.0,Low,High
2692,12.0,Low,Medium
2693,0.0,Very High,Very Low
2694,4.0,High,Low
2695,0.0,Low,Very Low
2696,0.0,Very High,Very Low
2697,12.0,Low,Medium
2698,4.0,Medium,Low
2699,4.0,Medium,Low
2700,0.0,Very High,Very Low
2701,52.0,High,High
2702,0.0,Low,Very Low
2703,0.0,Low,Very Low
2704,52.0,Medium,High
2705,52.0,Medium,High
2706,0.0,High,Very Low
2707,4.0,Medium,Low
2708,52.0,Very High,High
2709,52.0,Very High,High
2710,0.0,Medium,Very Low
2711,0.0,Medium,Very Low
2712,12.0,Low,Medium
2713,4.0,Very High,Low
2714,0.0,Medium,Very Low
2715,0.0,Medium,Very Low
2716,0.0,Very High,Very Low
2717,52.0,Medium,High
2718,0.0,High,Very Low
2719,0.0,Very High,Very Low
2720,12.0,Very High,Medium
2721,4.0,Medium,Low
2722,0.0,High,Very Low
2723,0.0,Very High,Very Low
2724,0.0,Medium,Very Low
2725,0.0,Very High,Very Low
2726,0.0,Very High,Very Low
2727,0.0,Very High,Very Low
2728,0.0,Very High,Very Low
2729,52.0,Low,High
2730,12.0,High,Medium
2731,0.0,Low,Very Low
2732,4.0,Low,Low
2733,0.0,High,Very Low
2734,0.0,Very High,Very Low
2735,0.0,Very High,Very Low
2736,0.0,Low,Very Low
2737,0.0,Low,Very Low
2738,0.0,High,Very Low
2739,0.0,High,Very Low
2740,0.0,High,Very Low
2741,0.0,High,Very Low
2742,12.0,High,Medium
2743,0.0,Very High,Very Low
2744,4.0,Very High,Low
2745,12.0,High,Medium
2746,0.0,Very High,Very Low
2747,0.0,Low,Very Low
2748,0.0,High,Very Low
2749,0.0,Very High,Very Low
2750,0.0,Medium,Very Low
2751,0.0,High,Very Low
2752,12.0,Medium,Medium
2753,0.0,High,Very Low
2754,4.0,Medium,Low
2755,0.0,High,Very Low
2756,0.0,Very High,Very Low
2757,12.0,Low,Medium
2758,12.0,Very High,Medium
2759,0.0,Very High,Very Low
2760,0.0,Medium,Very Low
2761,0.0,Very High,Very Low
2762,0.0,Very High,Very Low
2763,0.0,Medium,Very Low
2764,4.0,Medium,Low
2765,52.0,Medium,High
2766,4.0,High,Low
2767,12.0,Very High,Medium
2768,12.0,Very High,Medium
2769,0.0,Low,Very Low
2770,52.0,Very High,High
2771,4.0,Medium,Low
2772,0.0,Medium,Very Low
2773,0.0,Very High,Very Low
2774,4.0,Very High,Low
2775,4.0,Medium,Low
2776,52.0,Low,High
2777,0.0,High,Very Low
2778,0.0,Low,Very Low
2779,0.0,Medium,Very Low
2780,0.0,High,Very Low
2781,0.0,High,Very Low
2782,52.0,Low,High
2783,0.0,Low,Very Low
2784,4.0,Low,Low
2785,0.0,High,Very Low
2786,12.0,High,Medium
2787,0.0,Medium,Very Low
2788,0.0,High,Very Low
2789,0.0,Very High,Very Low
2790,0.0,Very High,Very Low
2791,0.0,High,Very Low
2792,0.0,Medium,Very Low
2793,52.0,Medium,High
2794,0.0,Medium,Very Low
2795,0.0,Low,Very Low
2796,0.0,Low,Very Low
2797,0.0,High,Very Low
2798,0.0,Medium,Very Low
2799,52.0,Low,High
2800,0.0,Very High,Very Low
2801,0.0,High,Very Low
2802,0.0,Medium,Very Low
2803,0.0,Very High,Very Low
2804,12.0,Medium,Medium
2805,0.0,High,Very Low
2806,4.0,Very High,Low
2807,0.0,Low,Very Low
2808,0.0,Very High,Very Low
2809,0.0,High,Very Low
2810,4.0,Very High,Low
2811,0.0,Low,Very Low
2812,4.0,Very High,Low
2813,0.0,Very High,Very Low
2814,4.0,Medium,Low
2815,12.0,Low,Medium
2816,0.0,High,Very Low
2817,52.0,Low,High
2818,52.0,High,High
2819,0.0,High,Very Low
2820,12.0,Low,Medium
2821,0.0,Very High,Very Low
2822,12.0,High,Medium
2823,4.0,Low,Low
2824,0.0,High,Very Low
2825,4.0,Very High,Low
2826,0.0,High,Very Low
2827,0.0,Medium,Very Low
2828,0.0,Very High,Very Low
2829,4.0,Very High,Low
2830,52.0,High,High
2831,0.0,Very High,Very Low
2832,52.0,Medium,High
2833,4.0,Low,Low
2834,12.0,Medium,Medium
2835,52.0,Medium,High
2836,0.0,Very High,Very Low
2837,0.0,Medium,Very Low
2838,52.0,Very High,High
2839,52.0,Medium,High
2840,12.0,High,Medium
2841,0.0,Medium,Very Low
2842,52.0,Low,High
2843,4.0,Very High,Low
2844,52.0,Low,High
2845,0.0,High,Very Low
2846,0.0,High,Very Low
2847,0.0,Low,Very Low
2848,0.0,Low,Very Low
2849,4.0,High,Low
2850,0.0,Low,Very Low
2851,0.0,High,Very Low
2852,12.0,High,Medium
2853,52.0,High,High
2854,52.0,Medium,High
2855,12.0,Low,Medium
2856,4.0,Very High,Low
2857,12.0,Medium,Medium
2858,12.0,Very High,Medium
2859,12.0,Very High,Medium
2860,0.0,Low,Very Low
2861,52.0,Low,High
2862,12.0,Medium,Medium
2863,0.0,High,Very Low
2864,12.0,Medium,Medium
2865,52.0,Medium,High
2866,0.0,Very High,Very Low
2867,0.0,High,Very Low
2868,0.0,Medium,Very Low
2869,0.0,Medium,Very Low
2870,52.0,Medium,High
2871,0.0,Low,Very Low
2872,0.0,Medium,Very Low
2873,0.0,Medium,Very Low
2874,12.0,Medium,Medium
2875,0.0,Low,Very Low
2876,52.0,High,High
2877,0.0,Very High,Very Low
2878,12.0,Medium,Medium
2879,0.0,Very High,Very Low
2880,0.0,Medium,Very Low
2881,4.0,High,Low
2882,0.0,Very High,Very Low
2883,0.0,Medium,Very Low
2884,52.0,Medium,High
2885,0.0,Medium,Very Low
2886,0.0,Very High,Very Low
2887,52.0,Low,High
2888,0.0,Low,Very Low
2889,4.0,Medium,Low
2890,0.0,Medium,Very Low
2891,12.0,Medium,Medium
2892,12.0,High,Medium
2893,12.0,Low,Medium
2894,0.0,Low,Very Low
2895,0.0,Low,Very Low
2896,12.0,Very High,Medium
2897,0.0,Very High,Very Low
2898,0.0,Medium,Very Low
2899,0.0,Low,Very Low
2900,0.0,High,Very Low
2901,0.0,High,Very Low
2902,4.0,Medium,Low
2903,0.0,Low,Very Low
2904,0.0,Low,Very Low
2905,12.0,Medium,Medium
2906,0.0,Medium,Very Low
2907,0.0,Low,Very Low
2908,0.0,Very High,Very Low
2909,0.0,Very High,Very Low
2910,0.0,High,Very Low
2911,12.0,Low,Medium
2912,4.0,Low,Low
2913,0.0,Low,Very Low
2914,0.0,Very High,Very Low
2915,0.0,High,Very Low
2916,0.0,Low,Very Low
2917,0.0,High,Very Low
2918,0.0,Medium,Very Low
2919,52.0,High,High
2920,12.0,High,Medium
2921,0.0,High,Very Low
2922,0.0,Low,Very Low
2923,4.0,High,Low
2924,4.0,High,Low
2925,0.0,High,Very Low
2926,0.0,Very High,Very Low
2927,52.0,Very High,High
2928,0.0,Low,Very Low
2929,52.0,High,High
2930,0.0,Medium,Very Low
2931,12.0,Medium,Medium
2932,0.0,Low,Very Low
2933,4.0,Very High,Low
2934,12.0,Medium,Medium
2935,4.0,Low,Low
2936,52.0,Low,High
2937,52.0,Low,High
2938,52.0,Low,High
2939,12.0,Medium,Medium
2940,52.0,Medium,High
2941,12.0,Very High,Medium
2942,12.0,Very High,Medium
2943,52.0,High,High
2944,12.0,Medium,Medium
2945,0.0,Very High,Very Low
2946,0.0,Medium,Very Low
2947,4.0,High,Low
2948,0.0,High,Very Low
2949,0.0,Very High,Very Low
2950,0.0,Very High,Very Low
2951,0.0,Very High,Very Low
2952,52.0,Very High,High
2953,12.0,Low,Medium
2954,0.0,Very High,Very Low
2955,0.0,Low,Very Low
2956,0.0,High,Very Low
2957,12.0,Very High,Medium
2958,0.0,High,Very Low
2959,12.0,Very High,Medium
2960,4.0,Low,Low
2961,52.0,Medium,High
2962,0.0,Medium,Very Low
2963,0.0,Medium,Very Low
2964,52.0,Very High,High
2965,0.0,Low,Very Low
2966,0.0,Medium,Very Low
2967,0.0,Medium,Very Low
2968,0.0,Low,Very Low
2969,0.0,Medium,Very Low
2970,0.0,High,Very Low
2971,0.0,High,Very Low
2972,0.0,Very High,Very Low
2973,0.0,Low,Very Low
2974,0.0,High,Very Low
2975,52.0,Very High,High
2976,0.0,High,Very Low
2977,0.0,Very High,Very Low
2978,0.0,Medium,Very Low
2979,0.0,Medium,Very Low
2980,52.0,Very High,High
2981,12.0,Very High,Medium
2982,0.0,Low,Very Low
2983,52.0,Medium,High
